"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 22 14:09:42 GMT 2025","Wed Jan 22 14:09:42 GMT 2025","8","tests.signup_page","test_signup_page","TestSignupPage","","","test_validate_elements_login_page[locator9]","This test validates the presence of elements on the Signup page."
"passed","Wed Jan 22 14:07:41 GMT 2025","Wed Jan 22 14:07:41 GMT 2025","8","tests.login_page","test_login_page","TestLoginPage","","","test_validate_elements_login_page[locator3]","This test validates the presence of elements on the login page."
"failed","Wed Jan 22 14:08:02 GMT 2025","Wed Jan 22 14:08:34 GMT 2025","31951","tests.login_page","test_login_page","TestLoginPage","","","test_login_full_flow","This test attempts to log into the website using a login and a password. Fails if any error happens."
"passed","Wed Jan 22 14:09:35 GMT 2025","Wed Jan 22 14:09:35 GMT 2025","8","tests.signup_page","test_signup_page","TestSignupPage","","","test_validate_elements_login_page[locator5]","This test validates the presence of elements on the Signup page."
"passed","Wed Jan 22 14:07:34 GMT 2025","Wed Jan 22 14:07:34 GMT 2025","59","tests.login_page","test_login_page","TestLoginPage","","","test_validate_elements_login_page[locator1]","This test validates the presence of elements on the login page."
"failed","Wed Jan 22 14:09:35 GMT 2025","Wed Jan 22 14:09:42 GMT 2025","6567","tests.signup_page","test_signup_page","TestSignupPage","","","test_validate_elements_login_page[locator7]","This test validates the presence of elements on the Signup page."
"broken","Wed Jan 22 14:09:56 GMT 2025","Wed Jan 22 14:10:11 GMT 2025","14814","tests.signup_page","test_signup_page","TestSignupPage","","","test_signup_invalid_data[attrs1-Please enter your first name]","This test attempts to signup with invalid attributes, and checks for error messages."
"passed","Wed Jan 22 14:07:54 GMT 2025","Wed Jan 22 14:07:54 GMT 2025","8","tests.login_page","test_login_page","TestLoginPage","","","test_validate_elements_login_page[locator10]","This test validates the presence of elements on the login page."
"failed","Wed Jan 22 14:07:41 GMT 2025","Wed Jan 22 14:07:47 GMT 2025","6603","tests.login_page","test_login_page","TestLoginPage","","","test_validate_elements_login_page[locator5]","This test validates the presence of elements on the login page."
"passed","Wed Jan 22 14:09:35 GMT 2025","Wed Jan 22 14:09:35 GMT 2025","15","tests.signup_page","test_signup_page","TestSignupPage","","","test_validate_elements_login_page[locator0]","This test validates the presence of elements on the Signup page."
"passed","Wed Jan 22 14:09:42 GMT 2025","Wed Jan 22 14:09:42 GMT 2025","8","tests.signup_page","test_signup_page","TestSignupPage","","","test_validate_elements_login_page[locator10]","This test validates the presence of elements on the Signup page."
"passed","Wed Jan 22 14:08:49 GMT 2025","Wed Jan 22 14:09:04 GMT 2025","15568","tests.product_page","test_product_page","TestSignupPage","","","test_search_product[sfbppxyhsdyfmdpictyqrucbcqdfakanjmpqfweu-element_to_present1]","Test the search functionality on the product page. Asserts that the specified element is present on the page after performing the search"
"broken","Wed Jan 22 14:10:11 GMT 2025","Wed Jan 22 14:10:26 GMT 2025","14625","tests.signup_page","test_signup_page","TestSignupPage","","","test_signup_invalid_data[attrs2-at least 8 characters]","This test attempts to signup with invalid attributes, and checks for error messages."
"passed","Wed Jan 22 14:07:54 GMT 2025","Wed Jan 22 14:07:54 GMT 2025","9","tests.login_page","test_login_page","TestLoginPage","","","test_validate_elements_login_page[locator7]","This test validates the presence of elements on the login page."
"passed","Wed Jan 22 14:07:33 GMT 2025","Wed Jan 22 14:07:34 GMT 2025","627","tests.login_page","test_login_page","TestLoginPage","","","test_validate_elements_login_page[locator0]","This test validates the presence of elements on the login page."
"passed","Wed Jan 22 14:09:35 GMT 2025","Wed Jan 22 14:09:35 GMT 2025","14","tests.signup_page","test_signup_page","TestSignupPage","","","test_validate_elements_login_page[locator6]","This test validates the presence of elements on the Signup page."
"passed","Wed Jan 22 14:09:35 GMT 2025","Wed Jan 22 14:09:35 GMT 2025","46","tests.signup_page","test_signup_page","TestSignupPage","","","test_validate_elements_login_page[locator2]","This test validates the presence of elements on the Signup page."
